DATE,DailyAverageDryBulbTemperature,DailySnowDepth,DailySustainedWindSpeed,date,tripduration,daysFrom
6/30/18 23:59,83.0,0.0,9.0,06-30-18,557.0,1855
7/1/18 23:59,88.0,0.0,9.0,07-01-18,495.0,1856
7/2/18 23:59,87.0,0.0,10.0,07-02-18,634.0,1857
7/3/18 23:59,85.0,0.0,9.0,07-03-18,575.0,1858
7/4/18 23:59,82.0,0.0,7.0,07-04-18,526.0,1859
7/5/18 23:59,83.0,0.0,10.0,07-05-18,628.0,1860
7/6/18 23:59,75.0,0.0,16.0,07-06-18,552.0,1861
7/7/18 23:59,70.0,0.0,15.0,07-07-18,619.0,1862
7/8/18 23:59,73.0,0.0,8.0,07-08-18,635.0,1863
7/9/18 23:59,77.0,0.0,9.0,07-09-18,728.0,1864
7/10/18 23:59,83.0,0.0,10.0,07-10-18,791.0,1865
7/11/18 23:59,81.0,0.0,12.0,07-11-18,845.0,1866
7/12/18 23:59,74.0,0.0,9.0,07-12-18,745.0,1867
7/13/18 23:59,76.0,0.0,9.0,07-13-18,722.0,1868
7/14/18 23:59,79.0,0.0,13.0,07-14-18,684.0,1869
7/15/18 23:59,76.0,0.0,10.0,07-15-18,607.0,1870
7/16/18 23:59,83.0,0.0,8.0,07-16-18,753.0,1871
7/17/18 23:59,79.0,0.0,16.0,07-17-18,530.0,1872
7/18/18 23:59,76.0,0.0,12.0,07-18-18,787.0,1873
7/19/18 23:59,75.0,0.0,9.0,07-19-18,861.0,1874
7/20/18 23:59,76.0,0.0,8.0,07-20-18,860.0,1875
7/21/18 23:59,72.0,0.0,15.0,07-21-18,555.0,1876
7/22/18 23:59,75.0,0.0,14.0,07-22-18,453.0,1877
7/23/18 23:59,77.0,0.0,12.0,07-23-18,572.0,1878
7/24/18 23:59,79.0,0.0,14.0,07-24-18,805.0,1879
7/25/18 23:59,75.0,0.0,13.0,07-25-18,456.0,1880
7/26/18 23:59,79.0,0.0,8.0,07-26-18,743.0,1881
7/27/18 23:59,77.0,0.0,12.0,07-27-18,537.0,1882
7/28/18 23:59,78.0,0.0,8.0,07-28-18,652.0,1883
7/29/18 23:59,76.0,0.0,9.0,07-29-18,677.0,1884
7/30/18 23:59,73.0,0.0,7.0,07-30-18,765.0,1885
7/31/18 23:59,75.0,0.0,8.0,07-31-18,831.0,1886
8/1/18 23:59,79.0,0.0,13.0,08-01-18,696.0,1887
8/2/18 23:59,81.0,0.0,10.0,08-02-18,747.0,1888
8/3/18 23:59,79.0,0.0,9.0,08-03-18,686.0,1889
8/4/18 23:59,78.0,0.0,9.0,08-04-18,540.0,1890
8/5/18 23:59,82.0,0.0,7.0,08-05-18,630.0,1891
8/6/18 23:59,85.0,0.0,10.0,08-06-18,710.0,1892
8/7/18 23:59,82.0,0.0,10.0,08-07-18,667.0,1893
8/8/18 23:59,83.0,0.0,8.0,08-08-18,790.0,1894
8/9/18 23:59,80.0,0.0,12.0,08-09-18,791.0,1895
8/10/18 23:59,79.0,0.0,8.0,08-10-18,768.0,1896
8/11/18 23:59,75.0,0.0,10.0,08-11-18,401.0,1897
8/12/18 23:59,78.0,0.0,10.0,08-12-18,620.0,1898
8/13/18 23:59,73.0,0.0,12.0,08-13-18,525.0,1899
8/14/18 23:59,77.0,0.0,17.0,08-14-18,669.0,1900
8/15/18 23:59,78.0,0.0,12.0,08-15-18,798.0,1901
8/16/18 23:59,82.0,0.0,12.0,08-16-18,709.0,1902
8/17/18 23:59,80.0,0.0,14.0,08-17-18,683.0,1903
8/18/18 23:59,78.0,0.0,10.0,08-18-18,667.0,1904
8/19/18 23:59,70.0,0.0,13.0,08-19-18,498.0,1905
8/20/18 23:59,71.0,0.0,10.0,08-20-18,732.0,1906
8/21/18 23:59,73.0,0.0,9.0,08-21-18,768.0,1907
8/22/18 23:59,77.0,0.0,12.0,08-22-18,741.0,1908
8/23/18 23:59,71.0,0.0,10.0,08-23-18,768.0,1909
8/24/18 23:59,74.0,0.0,8.0,08-24-18,786.0,1910
8/25/18 23:59,74.0,0.0,7.0,08-25-18,714.0,1911
8/26/18 23:59,76.0,0.0,13.0,08-26-18,669.0,1912
8/27/18 23:59,81.0,0.0,8.0,08-27-18,723.0,1913
8/28/18 23:59,87.0,0.0,12.0,08-28-18,695.0,1914
8/29/18 23:59,87.0,0.0,14.0,08-29-18,693.0,1915
8/30/18 23:59,84.0,0.0,12.0,08-30-18,744.0,1916
8/31/18 23:59,74.0,0.0,10.0,08-31-18,651.0,1917
9/1/18 23:59,74.0,0.0,8.0,09-01-18,617.0,1918
9/2/18 23:59,75.0,0.0,9.0,09-02-18,668.0,1919
9/3/18 23:59,83.0,0.0,9.0,09-03-18,598.0,1920
9/4/18 23:59,85.0,0.0,7.0,09-04-18,774.0,1921
9/5/18 23:59,83.0,0.0,6.0,09-05-18,893.0,1922
9/6/18 23:59,83.0,0.0,16.0,09-06-18,789.0,1923
9/7/18 23:59,72.0,0.0,14.0,09-07-18,777.0,1924
9/8/18 23:59,66.0,0.0,15.0,09-08-18,593.0,1925
9/9/18 23:59,59.0,0.0,13.0,09-09-18,215.0,1926
9/10/18 23:59,59.0,0.0,13.0,09-10-18,243.0,1927
9/11/18 23:59,68.0,0.0,8.0,09-11-18,712.0,1928
9/12/18 23:59,74.0,0.0,5.0,09-12-18,566.0,1929
9/13/18 23:59,73.0,0.0,2237.0,09-13-18,828.0,1930
9/14/18 23:59,72.0,0.0,2237.0,09-14-18,798.0,1931
9/15/18 23:59,74.0,0.0,2237.0,09-15-18,817.0,1932
9/16/18 23:59,76.0,0.0,2237.0,09-16-18,739.0,1933
9/17/18 23:59,74.0,0.0,7.0,09-17-18,724.0,1934
9/18/18 23:59,75.0,0.0,10.0,09-18-18,589.0,1935
9/19/18 23:59,75.0,0.0,10.0,09-19-18,800.0,1936
9/20/18 23:59,69.0,0.0,10.0,09-20-18,824.0,1937
9/21/18 23:59,70.0,0.0,8.0,09-21-18,805.0,1938
9/22/18 23:59,68.0,0.0,10.0,09-22-18,732.0,1939
9/23/18 23:59,63.0,0.0,9.0,09-23-18,596.0,1940
9/24/18 23:59,63.0,0.0,16.0,09-24-18,733.0,1941
9/25/18 23:59,66.0,0.0,12.0,09-25-18,256.0,1942
9/26/18 23:59,76.0,0.0,10.0,09-26-18,738.0,1943
9/27/18 23:59,67.0,0.0,13.0,09-27-18,805.0,1944
9/28/18 23:59,61.0,0.0,14.0,09-28-18,622.0,1945
9/29/18 23:59,65.0,0.0,8.0,09-29-18,739.0,1946
9/30/18 23:59,62.0,0.0,8.0,09-30-18,726.0,1947
10/1/18 23:59,70.0,0.0,9.0,10-01-18,787.0,1948
10/2/18 23:59,71.0,0.0,14.0,10-02-18,780.0,1949
10/3/18 23:59,69.0,0.0,9.0,10-03-18,820.0,1950
10/4/18 23:59,69.0,0.0,9.0,10-04-18,757.0,1951
10/5/18 23:59,66.0,0.0,13.0,10-05-18,777.0,1952
10/6/18 23:59,66.0,0.0,7.0,10-06-18,620.0,1953
10/7/18 23:59,73.0,0.0,8.0,10-07-18,660.0,1954
10/8/18 23:59,69.0,0.0,12.0,10-08-18,620.0,1955
10/9/18 23:59,72.0,0.0,9.0,10-09-18,825.0,1956
10/10/18 23:59,76.0,0.0,8.0,10-10-18,827.0,1957
10/11/18 23:59,73.0,0.0,9.0,10-11-18,452.0,1958
10/12/18 23:59,60.0,0.0,16.0,10-12-18,695.0,1959
10/13/18 23:59,51.0,0.0,2237.0,10-13-18,527.0,1960
10/14/18 23:59,53.0,0.0,2237.0,10-14-18,543.0,1961
10/15/18 23:59,60.0,0.0,2237.0,10-15-18,624.0,1962
10/16/18 23:59,54.0,0.0,2237.0,10-16-18,647.0,1963
10/17/18 23:59,54.0,0.0,2237.0,10-17-18,731.0,1964
10/18/18 23:59,46.0,0.0,2237.0,10-18-18,629.0,1965
10/19/18 23:59,52.0,0.0,2237.0,10-19-18,722.0,1966
10/20/18 23:59,57.0,0.0,2237.0,10-20-18,579.0,1967
10/21/18 23:59,45.0,0.0,2237.0,10-21-18,385.0,1968
10/22/18 23:59,45.0,0.0,2237.0,10-22-18,609.0,1969
10/23/18 23:59,56.0,0.0,2237.0,10-23-18,753.0,1970
10/24/18 23:59,49.0,0.0,2237.0,10-24-18,670.0,1971
10/25/18 23:59,46.0,0.0,2237.0,10-25-18,642.0,1972
10/26/18 23:59,44.0,0.0,2237.0,10-26-18,663.0,1973
10/27/18 23:59,48.0,0.0,2237.0,10-27-18,136.0,1974
10/28/18 23:59,49.0,0.0,2237.0,10-28-18,457.0,1975
10/29/18 23:59,52.0,0.0,2237.0,10-29-18,606.0,1976
10/30/18 23:59,49.0,0.0,2237.0,10-30-18,672.0,1977
10/31/18 23:59,54.0,0.0,2237.0,10-31-18,720.0,1978
11/1/18 23:59,64.0,0.0,2237.0,11-01-18,769.0,1979
11/2/18 23:59,68.0,0.0,2237.0,11-02-18,716.0,1980
11/3/18 23:59,57.0,0.0,2237.0,11-03-18,518.0,1981
11/4/18 23:59,49.0,0.0,2237.0,11-04-18,561.0,1982
11/5/18 23:59,51.0,0.0,2237.0,11-05-18,377.0,1983
11/6/18 23:59,54.0,0.0,2237.0,11-06-18,409.0,1984
11/7/18 23:59,57.0,0.0,2237.0,11-07-18,684.0,1985
11/8/18 23:59,51.0,0.0,2237.0,11-08-18,667.0,1986
11/9/18 23:59,46.0,0.0,2237.0,11-09-18,388.0,1987
11/10/18 23:59,42.0,0.0,2237.0,11-10-18,429.0,1988
11/11/18 23:59,40.0,0.0,2237.0,11-11-18,373.0,1989
11/12/18 23:59,43.0,0.0,2237.0,11-12-18,527.0,1990
11/13/18 23:59,47.0,0.0,2237.0,11-13-18,396.0,1991
11/14/18 23:59,38.0,0.0,2237.0,11-14-18,542.0,1992
11/15/18 23:59,34.0,0.0,2237.0,11-15-18,262.0,1993
11/16/18 23:59,40.0,4.0,2237.0,11-16-18,376.0,1994
11/17/18 23:59,42.0,2.0,2237.0,11-17-18,398.0,1995
11/18/18 23:59,42.0,0.0,2237.0,11-18-18,370.0,1996
11/19/18 23:59,46.0,0.0,2237.0,11-19-18,561.0,1997
11/20/18 23:59,43.0,0.0,2237.0,11-20-18,533.0,1998
11/21/18 23:59,36.0,0.0,2237.0,11-21-18,430.0,1999
11/22/18 23:59,23.0,0.0,2237.0,11-22-18,87.0,2000
11/23/18 23:59,24.0,0.0,2237.0,11-23-18,153.0,2001
11/24/18 23:59,40.0,0.0,2237.0,11-24-18,202.0,2002
11/25/18 23:59,50.0,0.0,2237.0,11-25-18,356.0,2003
11/26/18 23:59,49.0,0.0,2237.0,11-26-18,304.0,2004
11/27/18 23:59,41.0,0.0,2237.0,11-27-18,536.0,2005
11/28/18 23:59,39.0,0.0,2237.0,11-28-18,521.0,2006
11/29/18 23:59,42.0,0.0,2237.0,11-29-18,571.0,2007
11/30/18 23:59,41.0,0.0,2237.0,11-30-18,504.0,2008
12/1/18 23:59,41.0,0.0,2237.0,12-01-18,392.0,2009
12/2/18 23:59,49.0,0.0,2237.0,12-02-18,171.0,2010
12/3/18 23:59,51.0,0.0,2237.0,12-03-18,632.0,2011
12/4/18 23:59,39.0,0.0,2237.0,12-04-18,529.0,2012
12/5/18 23:59,33.0,0.0,2237.0,12-05-18,497.0,2013
12/6/18 23:59,35.0,0.0,2237.0,12-06-18,518.0,2014
12/7/18 23:59,34.0,0.0,2237.0,12-07-18,453.0,2015
12/8/18 23:59,30.0,0.0,2237.0,12-08-18,317.0,2016
12/9/18 23:59,32.0,0.0,2237.0,12-09-18,301.0,2017
12/10/18 23:59,34.0,0.0,2237.0,12-10-18,453.0,2018
12/11/18 23:59,35.0,0.0,2237.0,12-11-18,536.0,2019
12/12/18 23:59,37.0,0.0,2237.0,12-12-18,496.0,2020
12/13/18 23:59,37.0,0.0,2237.0,12-13-18,446.0,2021
12/14/18 23:59,46.0,0.0,2237.0,12-14-18,480.0,2022
12/15/18 23:59,49.0,0.0,2237.0,12-15-18,380.0,2023
12/16/18 23:59,41.0,0.0,2237.0,12-16-18,96.0,2024
12/17/18 23:59,42.0,0.0,2237.0,12-17-18,486.0,2025
12/18/18 23:59,34.0,0.0,2237.0,12-18-18,464.0,2026
12/19/18 23:59,34.0,0.0,2237.0,12-19-18,478.0,2027
12/20/18 23:59,42.0,0.0,2237.0,12-20-18,345.0,2028
12/21/18 23:59,54.0,0.0,2237.0,12-21-18,262.0,2029
12/22/18 23:59,47.0,0.0,2237.0,12-22-18,266.0,2030
12/23/18 23:59,40.0,0.0,2237.0,12-23-18,219.0,2031
12/24/18 23:59,40.0,0.0,2237.0,12-24-18,215.0,2032
12/25/18 23:59,37.0,0.0,2237.0,12-25-18,140.0,2033
12/26/18 23:59,38.0,0.0,2237.0,12-26-18,253.0,2034
12/27/18 23:59,41.0,0.0,2237.0,12-27-18,317.0,2035
12/28/18 23:59,52.0,0.0,2237.0,12-28-18,143.0,2036
12/29/18 23:59,48.0,0.0,2237.0,12-29-18,295.0,2037
12/30/18 23:59,37.0,0.0,2237.0,12-30-18,252.0,2038
12/31/18 23:59,42.0,0.0,2237.0,12-31-18,208.0,2039
1/1/19 23:59,49.0,0.0,2237.0,01-01-19,240.0,2040
1/2/19 23:59,38.0,0.0,2237.0,01-02-19,415.0,2041
1/3/19 23:59,41.0,0.0,2237.0,01-03-19,408.0,2042
1/4/19 23:59,41.0,0.0,2237.0,01-04-19,482.0,2043
1/5/19 23:59,44.0,0.0,2237.0,01-05-19,176.0,2044
1/6/19 23:59,40.0,0.0,2237.0,01-06-19,346.0,2045
1/7/19 23:59,30.0,0.0,2237.0,01-07-19,397.0,2046
1/8/19 23:59,40.0,0.0,2237.0,01-08-19,453.0,2047
1/9/19 23:59,40.0,0.0,2237.0,01-09-19,485.0,2048
1/10/19 23:59,31.0,0.0,2237.0,01-10-19,405.0,2049
1/11/19 23:59,26.0,0.0,2237.0,01-11-19,347.0,2050
1/12/19 23:59,27.0,0.0,2237.0,01-12-19,251.0,2051
1/13/19 23:59,29.0,0.0,2237.0,01-13-19,230.0,2052
1/14/19 23:59,27.0,0.0,2237.0,01-14-19,367.0,2053
1/15/19 23:59,31.0,0.0,2237.0,01-15-19,442.0,2054
1/16/19 23:59,35.0,0.0,2237.0,01-16-19,426.0,2055
1/17/19 23:59,29.0,0.0,2237.0,01-17-19,429.0,2056
1/18/19 23:59,34.0,1.0,2237.0,01-18-19,358.0,2057
1/19/19 23:59,35.0,0.0,2237.0,01-19-19,255.0,2058
1/20/19 23:59,28.0,0.0,2237.0,01-20-19,156.0,2059
1/21/19 23:59,9.0,0.0,2237.0,01-21-19,108.0,2060
1/22/19 23:59,22.0,0.0,2237.0,01-22-19,296.0,2061
1/23/19 23:59,42.0,0.0,2237.0,01-23-19,436.0,2062
1/24/19 23:59,47.0,0.0,2237.0,01-24-19,238.0,2063
1/25/19 23:59,34.0,0.0,2237.0,01-25-19,384.0,2064
1/26/19 23:59,30.0,0.0,2237.0,01-26-19,298.0,2065
1/27/19 23:59,41.0,0.0,2237.0,01-27-19,297.0,2066
1/28/19 23:59,32.0,0.0,2237.0,01-28-19,375.0,2067
1/29/19 23:59,34.0,0.0,2237.0,01-29-19,320.0,2068
1/30/19 23:59,21.0,0.0,2237.0,01-30-19,305.0,2069
1/31/19 23:59,9.0,0.0,2237.0,01-31-19,194.0,2070
2/1/19 23:59,16.0,0.0,2237.0,02-01-19,274.0,2071
2/2/19 23:59,25.0,0.0,2237.0,02-02-19,220.0,2072
2/3/19 23:59,43.0,0.0,2237.0,02-03-19,333.0,2073
2/4/19 23:59,51.0,0.0,2237.0,02-04-19,513.0,2074
2/5/19 23:59,55.0,0.0,2237.0,02-05-19,609.0,2075
2/6/19 23:59,41.0,0.0,2237.0,02-06-19,444.0,2076
2/7/19 23:59,42.0,0.0,2237.0,02-07-19,484.0,2077
2/8/19 23:59,44.0,0.0,2237.0,02-08-19,420.0,2078
2/9/19 23:59,28.0,0.0,2237.0,02-09-19,251.0,2079
2/10/19 23:59,29.0,0.0,2237.0,02-10-19,254.0,2080
2/11/19 23:59,34.0,0.0,2237.0,02-11-19,443.0,2081
2/12/19 23:59,31.0,0.0,2237.0,02-12-19,188.0,2082
2/13/19 23:59,37.0,1.0,2237.0,02-13-19,337.0,2083
2/14/19 23:59,40.0,0.0,2237.0,02-14-19,435.0,2084
2/15/19 23:59,51.0,0.0,2237.0,02-15-19,482.0,2085
2/16/19 23:59,40.0,0.0,2237.0,02-16-19,346.0,2086
2/17/19 23:59,32.0,0.0,2237.0,02-17-19,275.0,2087
2/18/19 23:59,34.0,0.0,2237.0,02-18-19,251.0,2088
2/19/19 23:59,30.0,0.0,2237.0,02-19-19,391.0,2089
2/20/19 23:59,30.0,0.0,2237.0,02-20-19,218.0,2090
2/21/19 23:59,43.0,1.0,2237.0,02-21-19,422.0,2091
2/22/19 23:59,40.0,0.0,2237.0,02-22-19,447.0,2092
2/23/19 23:59,37.0,0.0,2237.0,02-23-19,325.0,2093
2/24/19 23:59,42.0,0.0,2237.0,02-24-19,226.0,2094
2/25/19 23:59,36.0,0.0,2237.0,02-25-19,364.0,2095
2/26/19 23:59,31.0,0.0,2237.0,02-26-19,415.0,2096
2/27/19 23:59,27.0,0.0,2237.0,02-27-19,353.0,2097
2/28/19 23:59,32.0,0.003,2237.0,02-28-19,394.0,2098
3/1/19 23:59,31.0,1.0,2237.0,03-01-19,326.0,2099
3/2/19 23:59,36.0,4.0,2237.0,03-02-19,198.0,2100
3/3/19 23:59,38.0,1.0,2237.0,03-03-19,253.0,2101
3/4/19 23:59,33.0,4.0,2237.0,03-04-19,292.0,2102
3/5/19 23:59,26.0,2.0,2237.0,03-05-19,375.0,2103
3/6/19 23:59,23.0,1.0,2237.0,03-06-19,364.0,2104
3/7/19 23:59,25.0,1.0,2237.0,03-07-19,409.0,2105
3/8/19 23:59,32.0,0.0,2237.0,03-08-19,472.0,2106
3/9/19 23:59,42.0,0.0,2237.0,03-09-19,435.0,2107
3/10/19 23:59,39.0,0.0,2237.0,03-10-19,236.0,2108
3/11/19 23:59,46.0,0.0,17.0,03-11-19,534.0,2109
3/12/19 23:59,39.0,0.0,17.0,03-12-19,510.0,2110
3/13/19 23:59,41.0,0.0,8.0,03-13-19,502.0,2111
3/14/19 23:59,50.0,0.0,10.0,03-14-19,611.0,2112
3/15/19 23:59,62.0,0.0,14.0,03-15-19,632.0,2113
3/16/19 23:59,48.0,0.0,20.0,03-16-19,458.0,2114
3/17/19 23:59,40.0,0.0,14.0,03-17-19,385.0,2115
3/18/19 23:59,39.0,0.0,10.0,03-18-19,538.0,2116
3/19/19 23:59,43.0,0.0,10.0,03-19-19,551.0,2117
3/20/19 23:59,45.0,0.0,10.0,03-20-19,568.0,2118
3/21/19 23:59,44.0,0.0,17.0,03-21-19,219.0,2119
3/22/19 23:59,44.0,0.0,21.0,03-22-19,414.0,2120
3/23/19 23:59,42.0,0.0,23.0,03-23-19,440.0,2121
3/24/19 23:59,49.0,0.0,13.0,03-24-19,572.0,2122
3/25/19 23:59,49.0,0.0,13.0,03-25-19,654.0,2123
3/26/19 23:59,41.0,0.0,16.0,03-26-19,656.0,2124
3/27/19 23:59,41.0,0.0,15.0,03-27-19,584.0,2125
3/28/19 23:59,45.0,0.0,9.0,03-28-19,647.0,2126
3/29/19 23:59,54.0,0.0,10.0,03-29-19,693.0,2127
3/30/19 23:59,61.0,0.0,9.0,03-30-19,716.0,2128
3/31/19 23:59,52.0,0.0,16.0,03-31-19,347.0,2129
4/1/19 23:59,40.0,0.0,16.0,04-01-19,561.0,2130
4/2/19 23:59,46.0,0.0,14.0,04-02-19,662.0,2131
4/3/19 23:59,54.0,0.0,22.0,04-03-19,733.0,2132
4/4/19 23:59,52.0,0.0,15.0,04-04-19,730.0,2133
4/5/19 23:59,42.0,0.0,16.0,04-05-19,371.0,2134
4/6/19 23:59,54.0,0.0,13.0,04-06-19,719.0,2135
4/7/19 23:59,59.0,0.0,9.0,04-07-19,709.0,2136
4/8/19 23:59,64.0,0.0,15.0,04-08-19,765.0,2137
4/9/19 23:59,49.0,0.0,10.0,04-09-19,676.0,2138
4/10/19 23:59,53.0,0.0,14.0,04-10-19,794.0,2139
4/11/19 23:59,48.0,0.0,14.0,04-11-19,657.0,2140
4/12/19 23:59,57.0,0.0,9.0,04-12-19,660.0,2141
4/13/19 23:59,68.0,0.0,9.0,04-13-19,743.0,2142
4/14/19 23:59,67.0,0.0,9.0,04-14-19,695.0,2143
4/15/19 23:59,56.0,0.0,24.0,04-15-19,495.0,2144
4/16/19 23:59,55.0,0.0,17.0,04-16-19,703.0,2145
4/17/19 23:59,56.0,0.0,12.0,04-17-19,675.0,2146
4/18/19 23:59,57.0,0.0,10.0,04-18-19,615.0,2147
4/19/19 23:59,69.0,0.0,9.0,04-19-19,728.0,2148
4/20/19 23:59,60.0,0.0,7.0,04-20-19,385.0,2149
4/21/19 23:59,60.0,0.0,10.0,04-21-19,565.0,2150
4/22/19 23:59,58.0,0.0,12.0,04-22-19,469.0,2151
4/23/19 23:59,67.0,0.0,9.0,04-23-19,837.0,2152
4/24/19 23:59,62.0,0.0,15.0,04-24-19,821.0,2153
4/25/19 23:59,57.0,0.0,10.0,04-25-19,681.0,2154
4/26/19 23:59,55.0,0.0,14.0,04-26-19,385.0,2155
4/27/19 23:59,53.0,0.0,21.0,04-27-19,581.0,2156
4/28/19 23:59,49.0,0.0,12.0,04-28-19,424.0,2157
4/29/19 23:59,51.0,0.0,10.0,04-29-19,660.0,2158
4/30/19 23:59,54.0,0.0,10.0,04-30-19,646.0,2159
5/1/19 23:59,53.0,0.0,9.0,05-01-19,653.0,2160
5/2/19 23:59,64.0,0.0,12.0,05-02-19,752.0,2161
5/3/19 23:59,53.0,0.0,9.0,05-03-19,653.0,2162
5/4/19 23:59,62.0,0.0,7.0,05-04-19,600.0,2163
5/5/19 23:59,55.0,0.0,17.0,05-05-19,167.0,2164
5/6/19 23:59,63.0,0.0,13.0,05-06-19,757.0,2165
5/7/19 23:59,61.0,0.0,9.0,05-07-19,840.0,2166
5/8/19 23:59,63.0,0.0,10.0,05-08-19,790.0,2167
5/9/19 23:59,57.0,0.0,16.0,05-09-19,710.0,2168
5/10/19 23:59,65.0,0.0,10.0,05-10-19,730.0,2169
5/11/19 23:59,63.0,0.0,10.0,05-11-19,772.0,2170
5/12/19 23:59,51.0,0.0,18.0,05-12-19,130.0,2171
5/13/19 23:59,45.0,0.0,15.0,05-13-19,237.0,2172
5/14/19 23:59,48.0,0.0,8.0,05-14-19,427.0,2173
5/15/19 23:59,57.0,0.0,10.0,05-15-19,754.0,2174
5/16/19 23:59,63.0,0.0,13.0,05-16-19,823.0,2175
5/17/19 23:59,68.0,0.0,13.0,05-17-19,758.0,2176
5/18/19 23:59,66.0,0.0,9.0,05-18-19,795.0,2177
5/19/19 23:59,68.0,0.0,12.0,05-19-19,689.0,2178
5/20/19 23:59,76.0,0.0,18.0,05-20-19,781.0,2179
5/21/19 23:59,64.0,0.0,15.0,05-21-19,832.0,2180
5/22/19 23:59,64.0,0.0,13.0,05-22-19,982.0,2181
5/23/19 23:59,64.0,0.0,14.0,05-23-19,618.0,2182
5/24/19 23:59,67.0,0.0,18.0,05-24-19,752.0,2183
5/25/19 23:59,63.0,0.0,12.0,05-25-19,685.0,2184
5/26/19 23:59,73.0,0.0,12.0,05-26-19,539.0,2185
5/27/19 23:59,72.0,0.0,13.0,05-27-19,734.0,2186
5/28/19 23:59,67.0,0.0,12.0,05-28-19,641.0,2187
5/29/19 23:59,63.0,0.0,12.0,05-29-19,578.0,2188
5/30/19 23:59,64.0,0.0,9.0,05-30-19,554.0,2189
5/31/19 23:59,72.0,0.0,10.0,05-31-19,877.0,2190
6/1/19 23:59,72.0,0.0,9.0,06-01-19,835.0,2191
6/2/19 23:59,71.0,0.0,12.0,06-02-19,742.0,2192
6/3/19 23:59,64.0,0.0,15.0,06-03-19,823.0,2193
6/4/19 23:59,62.0,0.0,12.0,06-04-19,943.0,2194
6/5/19 23:59,73.0,0.0,14.0,06-05-19,846.0,2195
6/6/19 23:59,76.0,0.0,12.0,06-06-19,837.0,2196
6/7/19 23:59,74.0,0.0,8.0,06-07-19,916.0,2197
6/8/19 23:59,72.0,0.0,16.0,06-08-19,781.0,2198
6/9/19 23:59,69.0,0.0,14.0,06-09-19,776.0,2199
6/10/19 23:59,65.0,0.0,15.0,06-10-19,397.0,2200
6/11/19 23:59,70.0,0.0,15.0,06-11-19,860.0,2201
6/12/19 23:59,67.0,0.0,12.0,06-12-19,919.0,2202
6/13/19 23:59,60.0,0.0,22.0,06-13-19,547.0,2203
6/14/19 23:59,66.0,0.0,17.0,06-14-19,863.0,2204
6/15/19 23:59,71.0,0.0,15.0,06-15-19,799.0,2205
6/16/19 23:59,73.0,0.0,15.0,06-16-19,607.0,2206
6/17/19 23:59,73.0,0.0,10.0,06-17-19,747.0,2207
6/18/19 23:59,70.0,0.0,10.0,06-18-19,382.0,2208
6/19/19 23:59,69.0,0.0,8.0,06-19-19,680.0,2209
6/20/19 23:59,72.0,0.0,8.0,06-20-19,636.0,2210
6/21/19 23:59,71.0,0.0,15.0,06-21-19,686.0,2211
6/22/19 23:59,70.0,0.0,15.0,06-22-19,831.0,2212
6/23/19 23:59,74.0,0.0,12.0,06-23-19,877.0,2213
6/24/19 23:59,76.0,0.0,8.0,06-24-19,837.0,2214
6/25/19 23:59,78.0,0.0,8.0,06-25-19,716.0,2215
6/26/19 23:59,80.0,0.0,9.0,06-26-19,920.0,2216
6/27/19 23:59,80.0,0.0,10.0,06-27-19,854.0,2217
6/28/19 23:59,81.0,0.0,10.0,06-28-19,786.0,2218
6/29/19 23:59,82.0,0.0,14.0,06-29-19,747.0,2219
6/30/19 23:59,76.0,0.0,21.0,06-30-19,661.0,2220
7/1/19 23:59,75.0,0.0,10.0,07-01-19,848.0,2221
7/2/19 23:59,78.0,0.0,9.0,07-02-19,841.0,2222
7/3/19 23:59,81.0,0.0,10.0,07-03-19,733.0,2223
7/4/19 23:59,82.0,0.0,13.0,07-04-19,545.0,2224
7/5/19 23:59,79.0,0.0,9.0,07-05-19,605.0,2225
7/6/19 23:59,83.0,0.0,10.0,07-06-19,524.0,2226
7/7/19 23:59,79.0,0.0,15.0,07-07-19,676.0,2227
7/8/19 23:59,73.0,0.0,8.0,07-08-19,724.0,2228
7/9/19 23:59,78.0,0.0,10.0,07-09-19,886.0,2229
7/10/19 23:59,81.0,0.0,12.0,07-10-19,892.0,2230
7/11/19 23:59,80.0,0.0,12.0,07-11-19,564.0,2231
7/12/19 23:59,80.0,0.0,12.0,07-12-19,884.0,2232
7/13/19 23:59,78.0,0.0,10.0,07-13-19,828.0,2233
7/14/19 23:59,83.0,0.0,13.0,07-14-19,725.0,2234
7/15/19 23:59,77.0,0.0,9.0,07-15-19,880.0,2235
7/16/19 23:59,82.0,0.0,10.0,07-16-19,915.0,2236
7/17/19 23:59,83.0,0.0,14.0,07-17-19,720.0,2237
7/18/19 23:59,75.0,0.0,15.0,07-18-19,610.0,2238
7/19/19 23:59,81.0,0.0,13.0,07-19-19,826.0,2239
7/20/19 23:59,89.0,0.0,13.0,07-20-19,574.0,2240
7/21/19 23:59,88.0,0.0,14.0,07-21-19,477.0,2241
7/22/19 23:59,81.0,0.0,14.0,07-22-19,578.0,2242
7/23/19 23:59,71.0,0.0,12.0,07-23-19,691.0,2243
7/24/19 23:59,75.0,0.0,12.0,07-24-19,945.0,2244
7/25/19 23:59,77.0,0.0,10.0,07-25-19,934.0,2245
7/26/19 23:59,79.0,0.0,9.0,07-26-19,863.0,2246
7/27/19 23:59,79.0,0.0,12.0,07-27-19,768.0,2247
7/28/19 23:59,80.0,0.0,13.0,07-28-19,739.0,2248
